ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/milestones/title,tender/milestones/code,tender/milestones/type,tender/milestones/dueDate,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/milestones/type.1,tender/milestones/title.1,tender/milestones/dueDate.1,tender/bidOpening/date,tender/documents/id,buyer/name,fiscal_year
ocds-kjhdrl-2021_APDCL_22455_1,tender,tender,1,29-09-2022,2021_APDCL_22455_1,APDCL/SOPD/AWC and PS/2021/KOK EC/01,Electrification of Anganwadi Centres and Primary Schools under PKG No. KOK EC/01,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"99,96,750",25-08-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Both(Online/Offline),NA,AOC,1,assessment,Price Bid Opening Date,NA,08-09-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_PWBNH_22465_1,tender,tender,1,29-09-2022,2021_PWBNH_22465_1,GMC.38/2021/3 Dated Guwahati the 27th July 2021,"Renovation/ repairing, works at Gauhati Medical College Hospital to provide facilities to COVID-19 patients (Renovation/ Repairing, Painting, Sanitary and Water supply including Electrical work for Old GMCH Main Building required in connection with t",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"1,88,83,000",08-12-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,31-08-2021 13:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2022_PWD_24420_5,tender,tender,1,29-09-2022,2022_PWD_24420_5,CE/APART/04/2022/17,Construction of road from Homen Borgohain road,Works,Open Tender,Lump-sum,Civil Works – Roads,NA,No,No,"1,50,83,000",19-02-2022 14:15,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Evaluation,NA,assessment,Price Bid Opening Date,NA,21-03-2022 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2022_GMC_24485_132,tender,tender,1,29-09-2022,2022_GMC_24485_132,GER/CE/2008/2021/Part-B/05,"Construction of Swahid Dilip Huzuri Path byelane-1, Dispur",Works,Open Tender,Percentage,Civil Works,NA,No,No,"17,00,000",28-02-2022 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_SAD_22973_1,tender,tender,1,29-09-2022,2021_SAD_22973_1,S(N) 96/2020/43,Supply of stationary and miscellaneous articles,Goods,Open Tender,Item Wise,Miscellaneous Goods,NA,No,No,,20-09-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,730,No,Online,NA,AOC,7,assessment,Price Bid Opening Date,NA,26-10-2021 15:00,NA,Secretariat Administration Department,2021-2022
ocds-kjhdrl-2021_DAASC_23085_1,tender,tender,1,29-09-2022,2021_DAASC_23085_1,AGRI/IPMU/E-BID/PPC/56/2021-22,Supply of Plant Protection Chemicals,Goods,Open Tender,Supply,Pesticide,NA,No,No,"7,00,00,000",30-09-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Evaluation,NA,assessment,Price Bid Opening Date,NA,27-10-2021 15:30,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_SSA_21082_1,tender,tender,1,29-09-2022,2021_SSA_21082_1,RMSA_DB_SS_1241_2020_4296_VC,PRINTING and SUPPLY OF POCKET MEDIA MULTI FOLDED BROCHURE IN ASSAMESE AND ENGLISH VERSION,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,,02-09-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,16-02-2021 15:00,NA,Axom Sarba Siksha Abhijan Mission,2021-2022
ocds-kjhdrl-2021_FESA_22042_1,tender,tender,1,29-09-2022,2021_FESA_22042_1,F and ES/PS/2003/103/PT-VII/297 DATED 30/06/21,"Supply of 2(two) Aerial Drones for Fire and Emergency Services, Assam",Works,Open Tender,Supply,Composite Works,NA,No,Yes,"66,66,000",30-06-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Online,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,20-07-2021 15:00,NA,Director- Fire and Emergency Services-Assam,2021-2022
ocds-kjhdrl-2021_AEGCL_21924_1,tender,tender,1,29-09-2022,2021_AEGCL_21924_1,AEGCL/STTC/TECH-12/2021-22/09,Construction of Staff Hostel at Karimganj GSS,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"35,17,211",18-06-2021 14:45,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,2,assessment,Price Bid Opening Date,NA,08-07-2021 14:30,NA,Assam Electricity Grid Corporation Ltd,2021-2022
ocds-kjhdrl-2021_ICD_22111_1,tender,tender,1,29-09-2022,2021_ICD_22111_1,AGCL/INSBR/2019/80,Providing Insrance Broker Services to AGCL,Services,Open Tender,Empanelment,Miscellaneous Services,NA,No,No,,07-05-2021 13:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,20-07-2021 09:00,NA,Industries and Commerce Department,2021-2022
ocds-kjhdrl-2021_HB_21638_2,tender,tender,1,29-09-2022,2021_HB_21638_2,No.DJA.23/2021/415 DT.06-05-2021,Supply of Dietary Articles Under Group-A for Dist Jail Abhayapuri for the Fincial Year 2021-22,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,,05-07-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,11-06-2021 14:30,NA,Home B,2021-2022
ocds-kjhdrl-2022_BoTC_24382_1,tender,tender,1,29-09-2022,2022_BoTC_24382_1,DHS/BTC/15/2021-22 - 15/07,"Procurement of Materials - Surgical Item and Linen, etc. for different Institutions of Udalguri district in BTR.",Goods,Open Tender,Supply,Medical Equipments/Waste,NA,No,No,"2,79,43,750",17-02-2022 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Retender,NA,assessment,Price Bid Opening Date,NA,28-02-2022 15:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_GMC_23837_4,tender,tender,1,29-09-2022,2021_GMC_23837_4,GER/DIV-IV/90/2021 DATED 22/12/2021,Improvement of Belortol Road Leading to the Swachhata Kshetra at Pashim Boragaon Part- D,Works,Open Tender,Lump-sum,Civil Works – Roads,NA,No,No,"1,99,92,000",27-12-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,10-01-2022 14:30,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2022_GMC_24485_126,tender,tender,1,29-09-2022,2022_GMC_24485_126,GER/CE/2008/2021/Part-B/05,"Construction of covered drain at Byelane-7, Dr. Zakir Husain Path starting from K.K.Handique Road side.",Works,Open Tender,Percentage,Civil Works,NA,No,No,"10,00,000",28-02-2022 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2022_SYWA_25830_3,tender,tender,1,29-09-2022,2022_SYWA_25830_3,SAA/GIA-AMC/264/2020/Pt-II/36,Annual Maintenance Contract,Services,Open Tender,EOI,Miscellaneous Services,NA,No,No,,06-02-2022 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,360,No,Online,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,28-06-2022 14:00,NA,Directorate of Sports and Youth Welfare - Assam,2021-2022
ocds-kjhdrl-2021_PWD_22517_3,tender,tender,1,29-09-2022,2021_PWD_22517_3,CE/DEV/TB/111/2021-22/01,"SOPD_G_21_22_03 Construction of Gotonga Sonapur road to Assam Nagaland Border connecting road under SOPD-G for the year 2021-22, Mariani LAC",Works,Open Tender,Item Rate,Civil Works,NA,No,No,"2,23,35,000",13-08-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,02-09-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_APHC_22669_1,tender,tender,1,29-09-2022,2021_APHC_22669_1,APHC/CS/30/2020-21_ GAZEBO_at_DGP_Bunglows_4thAPBn,Construction of Retaining Wall Fencing earth filling Internal Drive Way (Paver road) GAZEBO at DGP Bunglows (1No) Security Gate (4 Nos) Site Development for Senior Police Officer bunglows at 4th APBn Kahilipara Guwahati,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"80,53,583",25-08-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,20-09-2021 14:30,NA,Assam Police Housing Corporation Ltd,2021-2022
ocds-kjhdrl-2021_HB_22263_2,tender,tender,1,29-09-2022,2021_HB_22263_2,DJT/99/2021-22/1498 Dtd. 26-07-2021,Supply of Dietary Article for Group B for the financial year 2021-22,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,,27-07-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,AOC,6,assessment,Price Bid Opening Date,NA,05-08-2021 15:00,NA,Home B,2021-2022
ocds-kjhdrl-2021_BTC_23327_1,tender,tender,1,29-09-2022,2021_BTC_23327_1,ACE- 05/CHN/IFB/2018-19/291,Construction of boundary wall at Dangsrang Club and Library at South Kajalgaon Dist-Chirang including drainage system sanitation and water facility therein. (TN_30_8),Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"1,38,82,282",11-08-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,22-11-2021 14:00,NA,Bodoland Territorial Council-PWD,2021-2022
ocds-kjhdrl-2021_PWD_23139_1,tender,tender,1,29-09-2022,2021_PWD_23139_1,SBRC/TB/DW/03/GOH/2021-22,SBRC/TB/DW/03/GOH/2021-22,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"43,09,377",10-09-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,28-10-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2022_PWBNH_23936_1,tender,tender,1,29-09-2022,2022_PWBNH_23936_1,SBC/CS/2021-22/09/376/Gr-II,Establishment of 10 bedded Pediatric Care Unit at S K Roy Civil Hospital in Hailakandi District (Gr-II),Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"40,00,000",01-01-2022 13:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,5,assessment,Price Bid Opening Date,NA,11-01-2022 09:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_PCCF_20209_3,tender,tender,1,29-09-2022,2021_PCCF_20209_3,B/KE/CAMPA/NIT/455 Dated.16.01.2021,25 Ha Afforestation Plantation (Block-1) at Garbhanga RF under South Guwahati Range,Works,Open Tender,Percentage,Miscellaneous Works,NA,No,No,"72,94,037",02-09-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,999,No,Online,NA,NA,2,assessment,Price Bid Opening Date,NA,15-02-2021 12:00,NA,Pr. Chief Conservator of Forest and Head of Forest Force,2021-2022
ocds-kjhdrl-2021_FCS_22291_1,tender,tender,1,29-09-2022,2021_FCS_22291_1,BNS.12/2019/E-Tender/154-161 dated 22-07-2021,Handling and Transport Contractor and Fixation of Rate of food grains i.e. Rice under NFSA 2013 in respect of Bongaigaon District for the year 2021-22,Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,,28-07-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,09-08-2021 14:00,NA,Food Civil Supplies and Consumer Affairs Department,2021-2022
ocds-kjhdrl-2022_GMC_24485_38,tender,tender,1,29-09-2022,2022_GMC_24485_38,GER/CE/2008/2021/Part-B/05,Construction of road and drain near Mahila sammittee temple ghat,Works,Open Tender,Percentage,Civil Works,NA,No,No,"18,00,000",25-02-2022 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2022_PCCF_24483_1,tender,tender,1,29-09-2022,2022_PCCF_24483_1,CAMPA/Infrastructure/OO117,Infrastructural Activities,Works,Open Tender,Works,Construction Works,NA,No,No,"12,00,000",24-02-2022 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,21,No,Online,NA,Technical Bid Opening,NA,assessment,Price Bid Opening Date,NA,16-03-2022 14:00,NA,Pr. Chief Conservator of Forest and Head of Forest Force,2021-2022
ocds-kjhdrl-2021_HB_21828_1,tender,tender,1,29-09-2022,2021_HB_21828_1,No. SDJ/112/2021/803,Supply of Non Dietary Articles Group - E for District Jail Sivasagar and District Jail Sonari for the financial year 2021-22,Goods,Open Tender,Supply,Stationery,NA,No,No,,06-08-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,275,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,14-06-2021 15:00,NA,Home B,2021-2022
ocds-kjhdrl-2021_PWRD_22189_1,tender,tender,1,29-09-2022,2021_PWRD_22189_1,CE/ASRIP/12/2021/3,"Package No.-ASRIP/A/RI-5, Improvement and upgradation of Moran Naharkotia Road",Works,Open Tender,Lump-sum,Civil Works,NA,No,No,"2,20,69,00,000",19-07-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,03-09-2021 14:15,NA,Public Works Roads Department-Externally Aided Project,2021-2022
ocds-kjhdrl-2022_GMC_24485_10,tender,tender,1,29-09-2022,2022_GMC_24485_10,GER/CE/2008/2021/Part-B/05,"Drain at Lalmath near Bubla House to Joymoti Nagar Main drain with CC Road, W/n-2",Works,Open Tender,Percentage,Civil Works,NA,No,No,"15,00,000",24-02-2022 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_PWD_22614_1,tender,tender,1,29-09-2022,2021_PWD_22614_1,DRC-XIII/16/98/NIT/DIB/Pt-I/25,"Construction of Deorigaon road under PWD Dibrugarh, Lahowal, Moran and Tingkhong Territorial Road Division under SOPD-G for the year 2021-22, Tingkhong LAC.",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"1,81,30,847",20-08-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,31-08-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_SSA_23581_1,tender,tender,1,29-09-2022,2021_SSA_23581_1,SSAIEHrAid_577_2014Pt_7725,ASSESSMENT AND SUPPLY OF AIDS AND APPLIANCE,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,"1,10,00,000",12-04-2021 17:10,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,27-12-2021 15:00,NA,Axom Sarba Siksha Abhijan Mission,2021-2022
ocds-kjhdrl-2021_PWD_19956_2,tender,tender,1,29-09-2022,2021_PWD_19956_2,CE/APART/01/2021/14,APART/NOCP/ROADS/MR-04 (Construction of Road from Domal Tiniali to Domal Pathar of Wabori Village in Morigaon District (Length-1.500 K. M .)),Works,Open Tender,Lump-sum,Civil Works – Roads,NA,No,No,"1,83,23,000",01-05-2021 18:10,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,05-02-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_SWD_22415_1,tender,tender,1,29-09-2022,2021_SWD_22415_1,"DSW(ICDS)G/96/2021/19, dt. 9/8/2021",supply of uniform Chadar and Mekhela Sarees to the Anganwadi Workers and Helpers of Anganwadi Centres and Mini Anganwadi Centres of Assam,Goods,Open Tender,Supply,Uniforms/Curtains/Clothes,NA,No,No,"8,00,00,000",08-09-2021 17:15,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Evaluation,NA,assessment,Price Bid Opening Date,NA,11-10-2021 11:00,NA,Social Welfare Department,2021-2022
ocds-kjhdrl-2021_APDCL_23298_1,tender,tender,1,29-09-2022,2021_APDCL_23298_1,APDCL/NRE/2021-22/Pkg-14,Implementation of OFF Grid Rural Electrification works through Solar PV System under DDUGJY New Scheme,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"20,02,00,000",11-04-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,4,assessment,Price Bid Opening Date,NA,12-11-2021 15:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_PWBNH_23255_1,tender,tender,1,29-09-2022,2021_PWBNH_23255_1,SMC/30/2020/11 Assam House Kolkata,"Reconstruction of Assam House at 8-Russel Street, Kolkata",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"91,32,00,545",29-10-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,30-11-2021 15:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2022_UDD_24064_1,tender,tender,1,29-09-2022,2022_UDD_24064_1,DMA(T)08/2020/Pt-I/3,"Supply, Delivery and Commissioning of Solar Stand Alone All In One LED Street Ligting System with 7.0 meter Octagonal Pole at ULBs of Assam",Works,Open Tender,Works,Electrical Works,NA,No,No,"75,00,00,000",18-01-2022 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,21-02-2022 14:00,NA,Urban Development Department,2021-2022
ocds-kjhdrl-2021_PCCF_23025_1,tender,tender,1,29-09-2022,2021_PCCF_23025_1,173 dtd. 20/09/2021,50 Ha AR Plantation Works,Works,Open Tender,Works,Miscellaneous Works,NA,No,No,"1,34,49,090",23-09-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,21,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,21-10-2021 15:30,NA,Pr. Chief Conservator of Forest and Head of Forest Force,2021-2022
ocds-kjhdrl-2021_PWD_23865_3,tender,tender,1,29-09-2022,2021_PWD_23865_3,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Palashbari_01 Construction of Road cum Embankment over B/Dyke from Dharapur to Gumi under RIDF -XXVII of NABARD for the year 2021-22 under Palashbari LAC,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"15,75,30,000",29-12-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,19-01-2022 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_BTC_19972_1,tender,tender,1,29-09-2022,2021_BTC_19972_1,No. ACE- 05/CHN/IFB/2018-19/244,TN_10_6,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"90,26,947",01-06-2021 10:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,21-01-2021 14:00,NA,Bodoland Territorial Council-PWD,2021-2022
ocds-kjhdrl-2022_DoWR_24777_1,tender,tender,1,29-09-2022,2022_DoWR_24777_1,SIV/SDRF/SANTIPUR/2021-22/1,Restoration of Desang right bank at Santipur area under SDRF for 2021-22,Works,Open Tender,Works,Civil Works,NA,No,No,"2,19,99,908",17-03-2022 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,To be Opened,NA,assessment,Price Bid Opening Date,NA,28-03-2022 15:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2022_PWD_24070_1,tender,tender,1,29-09-2022,2022_PWD_24070_1,CE/DEV/TB/111/2021-22/23,SOPD_G_21_22_28 Construction of road from No.2 Rajgarh Shyamal Mazumdar house to Deusunga Chowk market via Monmotho Roy house under SOPD-G for the year 2021-22.,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"3,11,44,000",18-01-2022 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Evaluation,NA,assessment,Price Bid Opening Date,NA,02-02-2022 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_22987_1,tender,tender,1,29-09-2022,2021_PWD_22987_1,SE/NRC/TB/NIT/12/2021-22/08,Restoration of Patiapam to Katkatia Bhakatgaon Road,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"68,78,000",20-09-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,29-09-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2022_DLW_24190_1,tender,tender,1,29-09-2022,2022_DLW_24190_1,ABOCWWB/PMC/SKILL/NIQ/2020/80,Selection of Project Management Consultant,Services,Open Tender,Item Rate,Consultancy,NA,No,No,,02-03-2022 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,31-03-2022 15:00,NA,Department of Labour and Welfare,2021-2022
ocds-kjhdrl-2021_HFWD_23153_2,tender,tender,1,29-09-2022,2021_HFWD_23153_2,2471/20/PtI/2021/4957,"SUPPLY AND INSTALLATION OF MEDICAL AND IT EQUIPMENTS AT MULTIDISCIPLINARY RESEARCH UNIT,",Goods,Open Tender,Supply,Machineries,NA,No,No,,10-11-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,28-10-2021 13:00,NA,Health and Family Welfare Department,2021-2022
ocds-kjhdrl-2021_PWBNH_23137_2,tender,tender,1,29-09-2022,2021_PWBNH_23137_2,CE/BLD/ ELECT/15/2021/Pt-1/32 Dated 04/10/2021,"GROUP-B Construction of Mother and Child Hospital (500 bedded) at Gauhati Medical College and Hospital, Guwahati Under SOPD-ODS for the FY 2019-2020. (Providing 1600 KVA Transformer along with allied accessories etc.), GROUP-B",Works,Open Tender,Item Rate,Electrical Works,NA,No,No,"1,86,68,021",10-08-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,19-10-2021 15:30,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_HFWD_23582_2,tender,tender,1,29-09-2022,2021_HFWD_23582_2,No. SMEJ/JMCH/2552/2021/14572 DATE. 01/12/2021,"SUPPLY OF RADIO DIAGNOSTICS AND INTERVENTIONAL ITEMS ON RATE CONTRACT BASIS FOR JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT",Goods,Open Tender,Supply,X Ray Films,NA,No,No,,24-12-2021 11:40,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Online,NA,Retender,NA,assessment,Price Bid Opening Date,NA,29-12-2021 13:00,NA,Health and Family Welfare Department,2021-2022
ocds-kjhdrl-2022_SCD_24799_10,tender,tender,1,29-09-2022,2022_SCD_24799_10,Tender/NIT/2021-22/5829 Date-17.03.2022,Water Harvesting Project at No. 1 Dhamkhunda Village,Works,Open Tender,Works,Civil Works,NA,No,No,"25,00,000",19-03-2022 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,2,assessment,Price Bid Opening Date,NA,07-04-2022 15:00,NA,Soil Conservation Department,2021-2022
ocds-kjhdrl-2021_PWD_21173_1,tender,tender,1,29-09-2022,2021_PWD_21173_1,TRC/TB/SOPD(ODS)/08/BBBDG,Improvement and Widening of Dhekiajuli to Batasipur Road (From Ch 0.00m to 1050.00m) under SOPD (G)...,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,,02-12-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,19-02-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2022_SSA_24061_1,tender,tender,1,29-09-2022,2022_SSA_24061_1,SSA_EPB_1n2_2122_470_2021_8526,PROCUREMENT OF EVALUATION AND PRACTICE BOOK,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,"11,01,50,000",17-01-2022 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,07-02-2022 15:00,NA,Axom Sarba Siksha Abhijan Mission,2021-2022
ocds-kjhdrl-2021_DAASC_23172_11,tender,tender,1,29-09-2022,2021_DAASC_23172_11,AGRI/ENGG/4874 /KC-XXVI /Bid/ 2020-21/10 11.10,"Construction of Thirty nos of Knowledge centre with training hall under RIDF, XXVI- Charaideo Longpotia Haabi",Works,Open Tender,Item Rate,Construction Works,NA,No,No,"1,03,16,485",20-10-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,22-11-2021 12:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2022_WPTBC_24776_1,tender,tender,1,29-09-2022,2022_WPTBC_24776_1,SCDCTECHWPTBCOGITDP61202122,CONSTRUCTION OF OFFICE GODOWN AT ITDP OFFICE DIST GOLAGHAT,Works,Limited,Item Rate,Civil Works,NA,No,No,"49,19,700",17-03-2022 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,NA,NA,assessment,Price Bid Opening Date,NA,01-04-2022 15:00,NA,Welfare of Plain Tribes and Backward Classes,2021-2022
ocds-kjhdrl-2021_AEGCL_22030_1,tender,tender,1,29-09-2022,2021_AEGCL_22030_1,AEGCL/DGM(Civil)/2021-22/05,Construction of Record Room (East side) of Bijulee Bhawan including workstation,Works,Open Tender,Works,Civil Works,NA,No,No,"4,31,258",30-06-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,04-08-2021 15:00,NA,Assam Electricity Grid Corporation Ltd,2021-2022
