ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/milestones/title,tender/milestones/code,tender/milestones/type,tender/milestones/dueDate,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/milestones/type.1,tender/milestones/title.1,tender/milestones/dueDate.1,tender/bidOpening/date,tender/documents/id,buyer/name,fiscal_year
ocds-kjhdrl-2021_PHED_20968_3,tender,tender,1,29-09-2022,2021_PHED_20968_3,PHE_41_JJM_20_21_T_28700_64,Pkg 03 Fixation of rates for new items under JJM Assam for Nalbari Circle,Works,Open Tender,Empanelment,Civil Works - Water Works,NA,No,No,0,02-05-2021 12:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Not Applicable,NA,AOC,849,assessment,Price Bid Opening Date,NA,19-02-2021 15:00,NA,Public Health Engineering Department,2021-2022
ocds-kjhdrl-2022_IPRPS_24106_1,tender,tender,1,29-09-2022,2022_IPRPS_24106_1,DPS/PTG(E)45/2021/6,"E Tender for Rate contract to supply of Press Articiles in the Directorate of Printing and Stationery, Assam One Year Rate Contract",Goods,Open Tender,Supply,Supply of Materials,NA,No,No,"91,51,000",21-01-2022 16:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,11-02-2022 14:00,NA,Information - Public Relations - Printing and Stationery Department,2021-2022
ocds-kjhdrl-2021_PWD_21136_1,tender,tender,1,29-09-2022,2021_PWD_21136_1,SE/NRC/TB/NIT/44/2019-20/146,Improvement and Constn of road Raha Municipalty Area under SOPD for 2020_21,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"1,00,00,000",02-11-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,5,assessment,Price Bid Opening Date,NA,18-02-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_22205_1,tender,tender,1,29-09-2022,2021_PWD_22205_1,T/DRC/SOPD (G)/2020-21/108,SOPD_G_UDL_20-21_1,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"68,73,000",20-07-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,28-07-2021 13:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_AEGCL_21797_1,tender,tender,1,29-09-2022,2021_AEGCL_21797_1,AEGCL/MD/Tech-910/2nd Circuit/KMR-AZR/2021/BID,Hotline stringing of 2nd circuit of 132 KV Kukurmara (Mirza) Azara line,Works,Open Tender,Works,Electrical Works,NA,No,No,,06-04-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,4,assessment,Price Bid Opening Date,NA,30-06-2021 14:00,NA,Assam Electricity Grid Corporation Ltd,2021-2022
ocds-kjhdrl-2021_PWD_23858_3,tender,tender,1,29-09-2022,2021_PWD_23858_3,CE/Commn/30/RIDF-27/2021-22,Construction of Road Patsaku to Disangpani Embankment cum road of Disang river,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"13,26,11,000",28-12-2021 12:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,19-01-2022 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_ICD_23330_1,tender,tender,1,29-09-2022,2021_ICD_23330_1,EEG/426/08/Pt-I/91/5644-5649 dated 3/11/2021,Construction of Mini Industrial Estate at Pathsala District Barpeta Phase II External Electrification works Providing LT line,Works,Open Tender,Item Rate,Electrical Works,NA,No,No,,11-08-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,30-11-2021 11:30,NA,Industries and Commerce Department,2021-2022
ocds-kjhdrl-2021_PWBNH_22295_1,tender,tender,1,29-09-2022,2021_PWBNH_22295_1,CE/ARC-M/04/2021 Dated Guwahati the 20th July/2021,"Consultancy Services for Construction of New Medical College and Hospital at Tamulpur, Assam",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"5,25,00,00,000",29-07-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,23-08-2021 14:30,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_UDD_23110_1,tender,tender,1,29-09-2022,2021_UDD_23110_1,TP/AMRUT/5/2017/PT.II/249 DTD.27.09.2021,RFP FOR ENGAGEMENT OF PDMC,Services,Open Tender,EOI,Consultancy,NA,No,No,,10-04-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Online,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,25-10-2021 15:00,NA,Urban Development Department,2021-2022
ocds-kjhdrl-2022_PWBNH_24388_1,tender,tender,1,29-09-2022,2022_PWBNH_24388_1,CE/BLDG/ARC-N/ 118 /2021/07 Malor Gaon Biswanath,"Mukti Yodha Bhumidhar Bordoloi Suwarani Stadium at Malor Gaon, Sootea, District-Biswanath under Signature Project for the year 2021-22",Works,Open Tender,Item Rate,Architecture/Interior Design,NA,No,No,"10,00,00,000",17-02-2022 13:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,01-03-2022 12:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_APDCL_22575_1,tender,tender,1,29-09-2022,2021_APDCL_22575_1,APDCL/SOPD/AWC and PS/2021/LKP EC/06,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/06,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"98,87,747",25-08-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Both(Online/Offline),NA,AOC,2,assessment,Price Bid Opening Date,NA,01-10-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2022_PWBNH_24837_1,tender,tender,1,29-09-2022,2022_PWBNH_24837_1,CE/TB-III/37/2022/2 Dated Guwahati 21st Mar 2022,"Providing Power Supply to the 1000 LPM Oxygen generation plant under DRDO at Morigaon COVID Care Hospital, Morigaon (Electrical including Civil Works of DG Set Foundation and Shed and SNCU/OT 20 Patient Supply and Installation of Medical Gas Pipeline",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"1,00,36,000",23-03-2022 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,31-03-2022 14:30,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_APDCL_22530_1,tender,tender,1,29-09-2022,2021_APDCL_22530_1,APDCL/SOPD/AWC and PS/2021/BNG EC/03,Electrification of Anganwadi Centres and Primary Schools under PKG No. BNG EC/03,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"96,24,087",25-08-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Both(Online/Offline),NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,30-09-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2022_PWBNH_24872_1,tender,tender,1,29-09-2022,2022_PWBNH_24872_1,SE(B)/JHT/C/S/S-12/21-22/5069,Infrastructure Development at Kamalabari Ferry Ghat under Special Development Programme at Majuli,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"78,62,600",28-03-2022 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,06-04-2022 15:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2022_SCD_24066_9,tender,tender,1,29-09-2022,2022_SCD_24066_9,Tender/NIT/2021-22/4111 Date-13.01.2022,"Protection of Soil Erosion with Boulder Pitching at the River Bank of AhopaBoroChupa under the Bhogpara VCDC of Baksa Dev. Block, Mushalpur",Works,Open Tender,Works,Civil Works,NA,No,No,"49,76,000",18-01-2022 10:15,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,5,assessment,Price Bid Opening Date,NA,08-02-2022 15:00,NA,Soil Conservation Department,2021-2022
ocds-kjhdrl-2021_DAASC_23390_10,tender,tender,1,29-09-2022,2021_DAASC_23390_10,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,Works,Open Tender,Works,Civil Works,NA,No,No,"60,00,000",16-11-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Not Applicable,NA,AOC,8,assessment,Price Bid Opening Date,NA,01-12-2021 11:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_PHED_21110_5,tender,tender,1,29-09-2022,2021_PHED_21110_5,PHE_15_MM_2019_20_T_30637_57,Pkg 05 Supply of ISI marked Ferric Alum at PHE stores of Jorhat Dibrugarh Hojai Morigaon,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,"60,00,000",02-10-2021 13:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,AOC,4,assessment,Price Bid Opening Date,NA,08-03-2021 15:00,NA,Public Health Engineering Department,2021-2022
ocds-kjhdrl-2021_FD_23231_1,tender,tender,1,29-09-2022,2021_FD_23231_1,AF(S)59/RIDF/2021-22/6269-73 Dtd 21/10/2021,"Supply and installation of Medium Fish Feed Mill Machineries, Nagaon",Goods,Open Tender,Supply,Supply of Materials,NA,No,No,"61,01,400",26-10-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Financial Evaluation,NA,assessment,Price Bid Opening Date,NA,30-11-2021 14:30,NA,Department of Fisheries,2021-2022
ocds-kjhdrl-2021_DoWR_23778_1,tender,tender,1,29-09-2022,2021_DoWR_23778_1,MORIGAON/2021-22/SOPD-FDR/II,"A/E measures to protect F/E along Kollong river from Raha to Jagi (R/B) at Saruati, Naramari and Tengaguri area.",Works,Open Tender,Works,Civil Works,NA,No,No,"6,89,45,514",20-12-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Retender,NA,assessment,Price Bid Opening Date,NA,11-01-2022 14:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2022_SCD_24088_3,tender,tender,1,29-09-2022,2022_SCD_24088_3,Tender/NIT/2021-22/4200 Date-19.01.2022,"Marki Water Harvesting cum Distribution Project at Chekowwari Pt.-I village, Goalpara under RIDF-XXVII for 2021-22.",Works,Open Tender,Works,Civil Works,NA,No,No,"1,13,97,000",21-01-2022 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,8,assessment,Price Bid Opening Date,NA,11-02-2022 15:00,NA,Soil Conservation Department,2021-2022
ocds-kjhdrl-2022_HB_24946_2,tender,tender,1,29-09-2022,2022_HB_24946_2,"GLPJ.54/2022/568, dtd. 01-04-22","Supply of dietary articles to the District Jail, Goalpara, Assam during the Financial Year 2022-23, Group B.",Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,,04-01-2022 18:55,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,NA,NA,assessment,Price Bid Opening Date,NA,18-04-2022 14:00,NA,Home B,2021-2022
ocds-kjhdrl-2021_WPTBC_23202_1,tender,tender,1,29-09-2022,2021_WPTBC_23202_1,SCDCTechWPTBC3420202163,Augmentation of Nikashi PWSS(Phase ii),Works,Limited,Item Rate,Civil Works,NA,No,No,"54,40,330",22-10-2021 12:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,28-10-2021 17:00,NA,Welfare of Plain Tribes and Backward Classes,2021-2022
ocds-kjhdrl-2021_HB_21815_1,tender,tender,1,29-09-2022,2021_HB_21815_1,No. SDJ/112/2021/794,Supply of Dietary articles Group - B for the financial year 2021-22 to District Jail Sivasagar and District Jail Sonari,Goods,Open Tender,Supply,Food Products,NA,No,No,,06-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,275,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,14-06-2021 15:00,NA,Home B,2021-2022
ocds-kjhdrl-2021_PCCF_22434_1,tender,tender,1,29-09-2022,2021_PCCF_22434_1,TWL/NIT(Re-Tender)/2021/08,25 ha. Afforestation Plantation,Works,Open Tender,Works,Miscellaneous Works,NA,No,No,"70,43,858",08-11-2021 15:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,To be Opened,NA,assessment,Price Bid Opening Date,NA,01-09-2021 15:30,NA,Pr. Chief Conservator of Forest and Head of Forest Force,2021-2022
ocds-kjhdrl-2021_NHM_21730_1,tender,tender,1,29-09-2022,2021_NHM_21730_1,VTM_5TH_20.05.2021,Supply of VTM Kit,Goods,Open Tender,Supply,Medicines,NA,No,No,,20-05-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Not Applicable,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,24-05-2021 13:30,NA,National Health Mission,2021-2022
ocds-kjhdrl-2022_NHM_24903_2,tender,tender,1,29-09-2022,2022_NHM_24903_2,NHM 32031 4 2021 Construction NHM Part 1 03,"Establishing 20 bedded wards closer to the CHCs at various Places of Assam under NHM, Assam on Turnkey Basis Group 9 2 no 20 Bedded Ward at CHCs in Dhemaji District",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"64,49,642",31-03-2022 12:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Retender,NA,assessment,Price Bid Opening Date,NA,06-04-2022 16:00,NA,National Health Mission,2021-2022
ocds-kjhdrl-2022_GMC_26128_52,tender,tender,1,29-09-2022,2022_GMC_26128_52,GER/CE/2016/2022/4 DATED-15/06/2022,Improvement of culvert at luit nagar and Anandanagar junction,Works,Open Tender,Lump-sum,Civil Works – Roads,NA,No,No,,07-01-2022 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,To be Opened,NA,assessment,Price Bid Opening Date,NA,07-07-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_HB_21666_1,tender,tender,1,29-09-2022,2021_HB_21666_1,No.CJG.45/2021/1591 Dtd-10-05-2021,Supply of non-dietary article Gr-oup-E,Goods,Open Tender,Item Rate,Miscellaneous Goods,NA,No,No,,05-11-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,300,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,30-06-2021 15:00,NA,Home B,2021-2022
ocds-kjhdrl-2021_PCCF_23204_1,tender,tender,1,29-09-2022,2021_PCCF_23204_1,B/GLP/DFOT/ETender/2021-22/952,50 hact Plantation under CAMPA,Works,Open Tender,Works,Miscellaneous Works,NA,No,No,"1,33,17,162",26-10-2021 16:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,22-11-2021 13:00,NA,Pr. Chief Conservator of Forest and Head of Forest Force,2021-2022
ocds-kjhdrl-2021_PWBNH_21669_6,tender,tender,1,29-09-2022,2021_PWBNH_21669_6,CS/T/BD/03/2021/3 COVID Care Centres,Gr-VI__Setting up of temporary COVID Care Centres (hangar type) at Tinsukia,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"7,40,99,116",05-11-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,10-06-2021 16:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_ACCF_23892_1,tender,tender,1,29-09-2022,2021_ACCF_23892_1,ACCF/KITCHEN CATERER/2021-22/33,CATERING SERVICES,Services,Open Tender,Lump-sum,Hotel/ Catering,NA,No,No,"50,00,000",30-12-2021 18:05,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Evaluation,NA,assessment,Price Bid Opening Date,NA,11-02-2022 17:30,NA,ASSAM CANCER CARE FOUNDATION,2021-2022
ocds-kjhdrl-2021_PWD_20853_7,tender,tender,1,29-09-2022,2021_PWD_20853_7,DRC-XIII/16/98/NIT/TSK/164,Improvement of Road in Duarmora TE (A) 10 No. Staff Line Via Duarmora Bazar (Ch.0.00M To Ch.1030.00M) and (B) 8 No. Staff Line (Ch.0.00M to Ch.300.00M) under SOPD (ODS) for the year 2020-21,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,,02-04-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,11-02-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_DAASC_23257_17,tender,tender,1,29-09-2022,2021_DAASC_23257_17,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at BRC-Ghograpar,Works,Open Tender,Works,Civil Works,NA,No,Yes,"60,00,000",30-10-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Not Applicable,NA,AOC,8,assessment,Price Bid Opening Date,NA,16-11-2021 14:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_HB_21640_2,tender,tender,1,29-09-2022,2021_HB_21640_2,CJN./TEN/01/01/2021/592,"Supply of Dietary articles (Group B) for the Central Jail, Nagaon and the Special Jail, Nagaon during the Financial Year 2021-2022",Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,,05-07-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,10-06-2021 14:30,NA,Home B,2021-2022
ocds-kjhdrl-2022_GMC_26128_46,tender,tender,1,29-09-2022,2022_GMC_26128_46,GER/CE/2016/2022/4 DATED-15/06/2022,Construction of Shiv Mandir 1no byelane Anandapur Japorigog,Works,Open Tender,Lump-sum,Civil Works – Roads,NA,No,No,,07-01-2022 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,To be Opened,NA,assessment,Price Bid Opening Date,NA,07-07-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_ICD_22601_1,tender,tender,1,29-09-2022,2021_ICD_22601_1,APL/MM/037/DK/21-22/960,Supply of Power Cable,Goods,Limited,Item Rate,Supply of Materials,NA,No,No,,18-08-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,60,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,14-09-2021 15:00,NA,Industries and Commerce Department,2021-2022
ocds-kjhdrl-2021_BoTC_21043_1,tender,tender,1,29-09-2022,2021_BoTC_21043_1,TN 161 of 2020-21 - 161/2,"Re-Construction of Gurudev Kalicharan Brahma Mandir Road to KDSA Stadium Road and Baganshali village Road by providing ICBP under SOPD-G for the year 2020-21,",Works,Open Tender,Works,Civil Works – Roads,NA,No,No,"87,67,052",02-08-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,5,assessment,Price Bid Opening Date,NA,19-02-2021 15:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_WPTBC_23595_3,tender,tender,1,29-09-2022,2021_WPTBC_23595_3,No.MAC /e-procurement/266/2021-22,Procurement of Electric Rice Pounding Machine to Women SHG Groups,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,,12-08-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,Technical Bid Opening,NA,assessment,Price Bid Opening Date,NA,23-12-2021 11:00,NA,Welfare of Plain Tribes and Backward Classes,2021-2022
ocds-kjhdrl-2022_WPTBC_26174_1,tender,tender,1,29-09-2022,2022_WPTBC_26174_1,PTDC/Engg/2018-19/360,"Construction of Museum Buraburi than, Sadiya under Directorate of Archeology, Assam under the Scheme CMs Special One Time Assistance to Chutia Community for the year 2021-22.",Works,Open Tender,Item Rate,Civil Works,NA,No,No,"50,00,000",07-01-2022 15:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Online,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,16-07-2022 15:30,NA,Welfare of Plain Tribes and Backward Classes,2021-2022
ocds-kjhdrl-2021_HB_22278_1,tender,tender,1,29-09-2022,2021_HB_22278_1,CJN./TEN/01/05/2021/972,Supply of Group E articles for the financial year 2021-22 for Central Jail Nagaon and Special Jail Nagaon,Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,,27-07-2021 17:55,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,To be Opened,NA,assessment,Price Bid Opening Date,NA,09-08-2021 14:30,NA,Home B,2021-2022
ocds-kjhdrl-2021_DoWR_22148_1,tender,tender,1,29-09-2022,2021_DoWR_22148_1,IN-FREMAA-221406-CS-CQS,Hiring of Agency for developing Comprehensive Communications Strategy,Services,Open Tender,EOI,Consultancy,NA,No,No,,07-12-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Not Applicable,NA,Technical Bid Opening,NA,assessment,Price Bid Opening Date,NA,27-07-2021 15:15,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2022_DAASC_24054_9,tender,tender,1,29-09-2022,2022_DAASC_24054_9,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/218,"Construction of office building of the Agricultural Development Officer including sanitary, water supply and electrification works and supply of furniture at Itakhola, Biswanath, Nagsankar ADO circle Dist. Biswanath Chariali",Works,Open Tender,Works,Civil Works,NA,No,No,"60,00,000",18-01-2022 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Not Applicable,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,01-02-2022 11:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_PWD_22771_1,tender,tender,1,29-09-2022,2021_PWD_22771_1,SE/NRC/TB/NIT/12/2021-22/08,Balance work Estimate for Widening and Strengthening of Basanaghat Bhuragaon Road for Sankar Sangha Annual Adhibeshan to be held at Morigaon on February 2019,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"4,39,10,949",09-10-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,21-09-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_DoWR_23148_1,tender,tender,1,29-09-2022,2021_DoWR_23148_1,TEZPUR/2021-22/RIDF/I,Construction of Retaining wall to save Gohpur Area from flood devastation of river Chatrang at both banks from NH-15 to Madhya Chatrang.,Works,Open Tender,Works,Civil Works,NA,No,No,"14,92,91,426",10-09-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,01-11-2021 14:00,NA,Department of Water Resources,2021-2022
